acousticness,speechiness,valence,tempo,duration_ms,release_date,year,month
0.0404,0.0494,0.506,134.866,240068,2015-01-05,2015,1
0.0635,0.0466,0.602,114.997,206213,2015-02-10,2015,2
0.0134,0.106,0.541,101.038,209591,2015-11-03,2015,11
0.943,0.0295,0.309,141.996,192906,2015-04-07,2015,4
0.621,0.107,0.232,50.176,257179,2015-04-28,2015,4
0.0251,0.369,0.352,170.114,219882,2015-06-15,2015,6
0.358,0.0535,1e-05,75.146,224023,2015-04-07,2015,4
0.000329,0.0414,0.122,128.178,250947,2015-05-18,2015,5
0.488,0.38,0.393,124.912,295917,2015-07-31,2015,7
0.147,0.0463,0.858,144.149,213173,2015-11-06,2015,11
0.00763,0.0969,0.17,129.975,162462,2015-09-22,2015,9
0.000145,0.09,0.677,116.025,237347,2015-08-15,2015,8
0.0,0.0,0.0,0.0,203703,2015-10-13,2015,10
0.466,0.109,0.0987,115.994,238440,2015-06-02,2015,6
0.136,0.15,0.214,143.059,315565,2015-11-06,2015,11
0.0689,0.0655,0.42,79.887,233994,2015-09-18,2015,9
0.00133,0.0335,0.594,166.644,236732,2015-03-17,2015,3
0.994,0.033,0.215,135.996,92709,2015-11-24,2015,11
0.00128,0.084,0.733,117.962,184322,2015-01-27,2015,1
0.5670000000000001,0.0347,0.486,100.975,184760,2015-07-03,2015,7
0.951,0.0,0.0,0.0,360000,2015-01-07,2015,1
0.204,0.298,0.4920000000000001,79.715,276387,2015-09-18,2015,9
0.0144,0.0379,0.262,99.021,206187,2015-03-04,2015,3
0.00144,0.0279,0.428,108.979,241413,2015-11-11,2015,11
0.55,0.0629,0.7440000000000001,170.607,271070,2015-03-13,2015,3
0.0365,0.033,0.782,130.011,212040,2015-03-06,2015,3
0.125,0.0319,0.519,93.133,395613,2016-01-01,2016,1
0.362,0.3229999999999999,0.672,86.52600000000002,189795,2016-10-10,2016,10
0.138,0.047,0.212,119.96,237920,2016-05-13,2016,5
0.0294,0.134,0.5,117.144,154747,2016-04-01,2016,4
0.7759999999999999,0.0393,0.508,75.222,266453,2016-09-16,2016,9
0.0166,0.0262,0.59,91.0,194240,2016-08-19,2016,8
0.0156,0.0394,0.0687,150.134,180800,2016-02-04,2016,2
0.0568,0.0861,0.725,156.05100000000004,213356,2016-07-15,2016,7
0.0613,0.0321,0.503,79.98,214875,2016-01-25,2016,1
0.0213,0.395,0.306,101.564,226520,2016-02-26,2016,2
0.281,0.102,0.627,144.855,188336,2016-09-26,2016,9
0.622,0.0716,0.383,74.11,280800,2016-05-06,2016,5
0.0538,0.122,0.624,176.53599999999997,227105,2016-07-22,2016,7
0.968,0.0323,0.113,137.84799999999998,384439,2016-05-08,2016,5
0.994,0.0499,0.0749,85.06700000000002,192353,2016-10-16,2016,10
0.0618,0.0318,0.241,98.933,231391,2016-05-20,2016,5
0.159,0.173,0.317,102.707,188738,2016-06-30,2016,6
0.529,0.0277,0.655,106.99,187572,2016-10-13,2016,10
0.31,0.103,0.159,107.963,250467,2016-05-13,2016,5
0.617,0.347,0.516,119.984,258104,2016-04-02,2016,4
0.000101,0.0464,0.345,128.304,419075,2016-11-18,2016,11
0.775,0.1669999999999999,0.748,159.891,219150,2016-12-16,2016,12
0.349,0.0311,0.148,85.009,248555,2016-04-11,2016,4
0.00705,0.0372,0.3670000000000001,133.012,270000,2016-04-25,2016,4
0.967,0.0295,0.11,134.061,214080,2016-12-02,2016,12
0.415,0.0297,0.662,94.962,245507,2016-11-04,2016,11
0.821,0.0327,0.332,119.188,179827,2016-08-19,2016,8
0.182,0.0308,0.564,146.035,236876,2016-12-19,2016,12
0.00806,0.0498,0.5670000000000001,155.934,259231,2016-03-02,2016,3
0.5660000000000001,0.0546,0.581,170.71,89438,2016-12-23,2016,12
0.0771,0.107,0.745,140.017,253714,2016-02-22,2016,2
0.0503,0.0377,0.616,120.066,178560,2016-07-01,2016,7
0.00109,0.102,0.276,170.081,229210,2016-08-19,2016,8
0.23,0.0458,0.637,99.968,227083,2016-09-13,2016,9
0.469,0.0252,0.7879999999999999,102.074,212267,2016-10-28,2016,10
0.0135,0.033,0.376,144.02200000000005,215960,2016-01-15,2016,1
0.813,0.0403,0.185,136.67600000000002,226795,2016-12-29,2016,12
0.0842,0.033,0.474,115.971,240413,2016-04-01,2016,4
0.231,0.0408,0.259,155.875,251693,2016-06-24,2016,6
0.168,0.0343,0.82,121.975,264307,2016-11-18,2016,11
0.772,0.301,0.379,117.931,278493,2016-07-08,2016,7
0.7509999999999999,0.0286,0.521,82.215,202507,2016-01-28,2016,1
0.0167,0.376,0.601,84.02,203040,2016-04-08,2016,4
0.294,0.025,0.286,96.27,216547,2016-04-08,2016,4
0.279,0.0815,0.135,104.967,127922,2016-09-11,2016,9
0.7070000000000001,0.0621,0.598,126.036,163810,2016-02-26,2016,2
0.000837,0.28,0.5920000000000001,110.01,176193,2016-05-22,2016,5
0.608,0.269,0.562,103.914,154347,2016-03-04,2016,3
0.241,0.0312,0.272,149.78,179200,2016-03-13,2016,3
0.177,0.0592,0.773,160.836,154373,2016-06-03,2016,6
0.00261,0.0322,0.219,148.079,388133,2016-03-31,2016,3
0.434,0.0302,0.486,150.078,311280,2016-08-26,2016,8
0.0135,0.178,0.345,127.055,260000,2016-11-18,2016,11
0.00012,0.0499,0.173,142.015,180000,2016-01-08,2016,1
0.5429999999999999,0.032,0.313,110.71,162004,2016-06-04,2016,6
0.0487,0.316,0.778,128.63,203105,2016-04-01,2016,4
0.863,0.0921,0.251,71.426,234930,2016-08-12,2016,8
0.359,0.0519,0.315,100.043,259413,2016-09-30,2016,9
0.217,0.0502,0.182,134.907,258012,2016-08-15,2016,8
0.242,0.0531,0.623,175.91,190909,2016-09-19,2016,9
0.51,0.0384,0.35,179.511,211947,2016-02-05,2016,2
0.976,0.0421,0.0501,111.435,154246,2016-12-13,2016,12
0.528,0.0382,0.84,124.98,175187,2016-02-18,2016,2
0.262,0.0832,0.0885,158.931,260867,2016-02-19,2016,2
0.0237,0.103,0.175,93.474,123661,2016-09-14,2016,9
0.541,0.0434,0.188,120.138,241000,2016-11-07,2016,11
0.00182,0.0428,0.336,135.046,262257,2016-06-17,2016,6
0.099,0.368,0.508,150.024,423170,2016-09-02,2016,9
0.105,0.0408,0.84,87.98100000000002,160071,2016-10-28,2016,10
0.644,0.038,0.108,75.263,267300,2016-11-18,2016,11
0.121,0.0671,0.8240000000000001,150.093,193347,2016-03-21,2016,3
0.00143,0.033,0.938,154.96200000000005,227000,2016-02-05,2016,2
0.026,0.16,0.129,90.507,196893,2016-07-01,2016,7
0.1639999999999999,0.2,0.404,123.667,251907,2016-04-01,2016,4
0.852,0.0309,0.0831,93.871,216600,2016-04-08,2016,4
0.695,0.0947,0.7070000000000001,183.955,248360,2016-09-23,2016,9
0.93,0.232,0.363,95.087,277264,2016-01-31,2016,1
0.246,0.0453,0.349,124.96,291315,2016-01-14,2016,1
0.22,0.0676,0.657,74.49600000000002,186846,2016-06-02,2016,6
0.85,0.0287,0.311,90.024,187333,2016-04-20,2016,4
0.00911,0.0439,0.415,99.984,184812,2016-06-05,2016,6
0.48,0.16,0.39,99.999,239612,2016-08-27,2016,8
0.669,0.0309,0.165,84.41,212587,2016-04-15,2016,4
0.117,0.221,0.276,92.734,208422,2016-11-25,2016,11
0.856,0.16,0.153,177.86900000000003,206133,2016-11-18,2016,11
0.0174,0.0376,0.257,140.002,305571,2016-07-29,2016,7
0.0273,0.063,0.7609999999999999,79.903,220173,2016-02-23,2016,2
0.0774,0.0606,0.361,72.984,198763,2016-04-01,2016,4
0.253,0.0639,0.449,80.7,194813,2016-11-18,2016,11
0.174,0.111,0.139,128.72799999999998,252540,2016-05-24,2016,5
0.17,0.0527,0.483,130.015,227115,2016-06-14,2016,6
0.177,0.0522,0.218,149.505,230961,2016-03-18,2016,3
0.486,0.0302,0.862,96.803,159693,2016-04-25,2016,4
0.0173,0.031,0.6659999999999999,88.479,206067,2016-09-16,2016,9
0.0202,0.134,0.449,90.94,385413,2016-11-20,2016,11
0.18,0.0392,0.934,94.98,203453,2016-10-21,2016,10
0.958,0.0477,0.723,158.08700000000005,171028,2016-04-19,2016,4
0.12,0.106,0.407,159.986,198716,2016-03-12,2016,3
0.991,0.0397,0.386,71.99600000000002,135833,2016-12-11,2016,12
0.00242,0.0504,0.7440000000000001,97.972,219507,2016-10-07,2016,10
0.399,0.156,0.357,91.999,174107,2017-11-03,2017,11
0.579,0.113,0.5329999999999999,169.75799999999995,230320,2017-08-25,2017,8
0.332,0.159,0.256,96.882,153725,2017-03-18,2017,3
0.495,0.0384,0.5870000000000001,104.996,198286,2017-09-21,2017,9
0.0129,0.289,0.415,176.051,278105,2017-12-13,2017,12
0.0788,0.0611,0.419,110.001,199849,2017-08-30,2017,8
0.996,0.0656,0.579,95.346,115193,2017-05-11,2017,5
0.0765,0.231,0.52,150.654,142213,2017-09-15,2017,9
0.00241,0.0504,0.512,104.41,221874,2017-11-10,2017,11
0.00879,0.0418,0.238,83.479,364907,2017-09-15,2017,9
0.0031,0.356,0.215,150.016,162214,2017-07-14,2017,7
0.794,0.0278,0.434,108.092,200059,2017-03-15,2017,3
0.288,0.131,0.882,198.904,197040,2017-10-02,2017,10
0.073,0.138,0.412,106.071,273353,2017-10-31,2017,10
0.00436,0.115,0.429,169.762,212352,2017-07-21,2017,7
0.911,0.0497,0.381,137.95,203263,2017-11-17,2017,11
0.266,0.0355,0.356,91.03,173558,2017-01-20,2017,1
0.882,0.0862,0.622,77.467,82843,2017-01-27,2017,1
0.5870000000000001,0.0308,0.913,122.005,238707,2017-02-24,2017,2
0.13,0.0487,0.00601,147.915,211695,2017-05-05,2017,5
0.346,0.0309,0.378,77.923,293347,2017-04-26,2017,4
0.0173,0.0511,0.305,128.037,237231,2017-11-03,2017,11
0.126,0.101,0.166,135.118,217507,2017-09-22,2017,9
0.0644,0.291,0.535,139.981,192126,2017-08-25,2017,8
0.482,0.358,0.375,84.509,298006,2017-11-24,2017,11
0.142,0.0756,0.653,134.868,196776,2017-09-18,2017,9
0.0357,0.0389,0.15,94.989,217413,2017-04-07,2017,4
0.0291,0.0521,0.595,100.057,174255,2017-10-20,2017,10
0.906,0.0382,0.204,143.27700000000004,160169,2017-05-05,2017,5
0.5710000000000001,0.131,0.263,113.951,219933,2017-11-10,2017,11
0.000881,0.309,0.147,190.044,146907,2017-12-06,2017,12
0.685,0.0584,0.153,174.737,255205,2017-01-27,2017,1
0.0281,0.338,0.731,109.96,192070,2017-01-23,2017,1
0.447,0.235,0.5670000000000001,130.035,199864,2017-12-01,2017,12
0.995,0.0489,0.309,81.02,154663,2017-02-07,2017,2
0.996,0.0881,0.244,98.449,195918,2017-04-26,2017,4
0.0959,0.0578,0.604,142.97899999999996,231013,2017-06-02,2017,6
0.0116,0.0931,0.7929999999999999,159.98,193053,2017-01-27,2017,1
0.7140000000000001,0.0354,0.6659999999999999,139.885,205173,2017-12-01,2017,12
0.00601,0.0995,0.283,101.987,221747,2017-07-21,2017,7
0.8340000000000001,0.0325,0.128,122.919,253532,2017-07-21,2017,7
0.552,0.0536,0.356,136.785,224493,2017-01-04,2017,1
0.563,0.0709,0.354,76.318,226411,2017-07-13,2017,7
0.862,0.0435,0.648,85.006,109948,2017-08-30,2017,8
0.6579999999999999,0.0387,0.177,132.915,338347,2017-03-01,2017,3
0.109,0.0784,0.0237,72.983,243864,2017-04-12,2017,4
0.951,0.062,0.381,141.953,203583,2017-07-27,2017,7
0.294,0.0608,0.317,139.937,212690,2017-06-23,2017,6
0.0961,0.0315,0.0703,81.98700000000002,220000,2017-03-31,2017,3
0.12,0.126,1e-05,87.62799999999999,247904,2017-01-09,2017,1
0.81,0.0334,0.8540000000000001,172.963,259067,2017-08-04,2017,8
0.7070000000000001,0.04,0.513,131.952,207336,2017-05-15,2017,5
0.728,0.0373,0.483,129.526,265173,2017-12-01,2017,12
0.586,0.0247,0.207,95.156,265363,2017-12-15,2017,12
0.0136,0.373,0.454,82.445,228438,2017-03-18,2017,3
0.523,0.12,0.282,129.56799999999998,139972,2017-09-18,2017,9
0.6759999999999999,0.0375,0.377,127.123,232760,2017-09-08,2017,9
0.993,0.0517,0.0781,77.194,119000,2017-06-21,2017,6
0.088,0.0291,0.727,97.925,183525,2017-07-28,2017,7
0.207,0.0744,0.922,115.208,156809,2017-08-09,2017,8
0.359,0.267,0.61,159.917,193734,2017-11-17,2017,11
0.0116,0.0473,0.523,102.056,163133,2017-10-27,2017,10
0.992,0.0368,0.13,131.545,244616,2017-08-29,2017,8
0.146,0.28,0.757,134.024,177343,2017-12-07,2017,12
0.512,0.0435,0.526,186.762,209570,2017-11-03,2017,11
0.0291,0.0346,0.129,150.84799999999996,256413,2017-09-08,2017,9
0.037,0.187,0.654,162.126,235400,2017-07-21,2017,7
0.115,0.0437,0.316,138.042,196113,2017-03-31,2017,3
0.325,0.0404,0.565,75.836,234301,2017-10-20,2017,10
0.442,0.0852,0.127,157.09,147987,2017-10-30,2017,10
0.173,0.23,0.0886,140.004,274847,2017-03-24,2017,3
0.0319,0.256,0.262,144.39600000000004,249133,2017-07-21,2017,7
9.85e-05,0.0335,0.506,92.0,244347,2017-05-12,2017,5
0.192,0.176,0.61,83.50399999999998,172565,2017-09-08,2017,9
0.000621,0.0644,0.359,139.16299999999998,256072,2017-10-25,2017,10
0.974,0.0402,0.0327,88.76,69818,2017-01-26,2017,1
0.111,0.236,0.588,135.048,186027,2017-09-22,2017,9
0.000483,0.0421,0.408,150.063,195200,2017-02-24,2017,2
0.149,0.176,0.6759999999999999,82.00399999999998,227648,2017-08-25,2017,8
0.13,0.0628,0.524,106.031,227813,2017-06-09,2017,6
0.304,0.127,0.482,157.05700000000004,159104,2017-12-12,2017,12
0.0435,0.0342,0.435,115.114,253787,2017-10-20,2017,10
0.186,0.0719,0.7090000000000001,96.989,217387,2017-06-16,2017,6
0.00954,0.148,0.307,92.003,202400,2017-02-16,2017,2
0.131,0.0577,1e-05,84.679,198428,2017-04-12,2017,4
0.523,0.0507,0.532,167.155,273183,2017-04-28,2017,4
0.188,0.245,0.223,123.02,313987,2017-09-23,2017,9
0.151,0.0268,0.937,103.978,249120,2017-04-14,2017,4
0.0162,0.133,0.401,196.121,165200,2017-10-29,2017,10
0.629,0.0494,1e-05,101.062,149353,2017-05-06,2017,5
0.0931,0.0515,0.851,120.048,197000,2017-09-22,2017,9
0.65,0.292,0.62,59.551,140140,2017-09-08,2017,9
0.00739,0.0994,0.4970000000000001,169.743,207966,2017-11-03,2017,11
0.385,0.0627,0.596,98.053,191739,2017-11-26,2017,11
0.377,0.0392,0.762,120.826,205707,2017-07-28,2017,7
0.38,0.0843,0.879,107.391,198467,2017-10-02,2017,10
0.301,0.0308,0.908,141.41899999999995,166053,2017-08-04,2017,8
0.0133,0.0338,0.219,134.937,276685,2017-12-15,2017,12
0.15,0.0289,0.321,143.819,241449,2017-06-16,2017,6
0.0675,0.0959,0.0862,75.047,199520,2018-09-21,2018,9
0.362,0.3229999999999999,0.57,150.061,235897,2018-01-26,2018,1
0.153,0.0543,0.65,106.022,230063,2018-05-18,2018,5
0.0533,0.281,0.602,158.019,157975,2018-02-08,2018,2
0.954,0.0365,0.0667,172.255,156000,2018-08-10,2018,8
0.0138,0.114,0.885,113.305,111875,2018-12-07,2018,12
0.162,0.124,0.276,99.083,165627,2018-05-18,2018,5
0.122,0.0428,0.21,141.914,149813,2018-11-30,2018,11
0.0617,0.052,0.44,92.001,190867,2018-10-05,2018,10
0.00457,0.0632,0.306,151.643,206605,2018-06-08,2018,6
0.0301,0.143,0.115,149.857,242050,2018-09-28,2018,9
0.885,0.0434,0.27,78.013,199907,2018-07-10,2018,7
0.112,0.0541,0.457,120.003,206853,2018-04-20,2018,4
0.107,0.124,0.454,129.977,229005,2018-04-06,2018,4
0.6970000000000001,0.444,0.655,124.959,186480,2018-02-02,2018,2
0.315,0.067,0.595,97.898,196018,2018-07-16,2018,7
0.536,0.0273,0.595,135.005,101517,2018-03-16,2018,3
0.17,0.454,0.609,123.906,131674,2018-11-16,2018,11
0.893,0.0282,0.125,120.098,164577,2018-08-10,2018,8
0.0645,0.0672,0.192,124.117,160625,2018-12-03,2018,12
0.506,0.148,0.214,109.491,192607,2018-07-20,2018,7
0.0133,0.0616,0.7829999999999999,168.033,166733,2018-06-22,2018,6
0.0229,0.168,0.691,139.93,181714,2018-04-13,2018,4
0.0895,0.418,0.115,108.238,214253,2018-10-19,2018,10
0.725,0.0395,0.0833,100.018,175229,2018-03-05,2018,3
0.477,0.322,0.205,79.982,203912,2018-09-18,2018,9
0.19,0.0298,0.318,139.872,206493,2018-11-09,2018,11
0.205,0.0922,0.578,112.016,187046,2018-05-11,2018,5
0.7,0.0261,0.4970000000000001,89.99600000000002,272987,2018-09-28,2018,9
3.17e-05,0.0592,0.901,182.933,196589,2018-11-30,2018,11
0.00582,0.348,0.435,108.031,157505,2018-01-26,2018,1
0.851,0.0321,0.146,96.839,201143,2018-04-30,2018,4
0.963,0.039,0.0899,66.738,193792,2018-09-28,2018,9
0.298,0.0995,0.232,107.989,245000,2018-06-22,2018,6
0.946,0.0383,0.189,104.95,207400,2018-03-02,2018,3
0.336,0.313,0.473,114.987,168640,2018-02-02,2018,2
0.00567,0.214,0.648,145.062,140527,2018-04-26,2018,4
0.606,0.7390000000000001,0.64,130.281,166557,2018-10-12,2018,10
0.444,0.0987,0.369,120.025,269053,2018-04-06,2018,4
0.0533,0.178,0.295,96.51,237493,2018-11-29,2018,11
0.901,0.0307,0.273,135.076,236907,2018-11-30,2018,11
0.701,0.0385,0.33,86.00399999999998,192501,2018-11-16,2018,11
0.116,0.084,0.76,145.966,195832,2018-05-04,2018,5
0.255,0.124,0.564,145.016,177133,2018-12-14,2018,12
0.149,0.124,0.261,99.993,230043,2018-05-29,2018,5
0.0393,0.0629,0.35,80.17399999999998,123040,2018-06-01,2018,6
0.154,0.303,0.907,155.938,181624,2018-04-06,2018,4
0.191,0.409,0.381,149.976,179775,2018-12-20,2018,12
0.754,0.0494,0.327,122.755,204648,2018-05-30,2018,5
0.049,0.0655,0.248,119.9,160013,2018-04-04,2018,4
0.0288,0.0394,0.399,100.074,194387,2018-10-12,2018,10
0.153,0.433,0.607,140.032,109556,2018-03-16,2018,3
0.993,0.0872,0.29,78.006,164676,2018-12-13,2018,12
0.401,0.115,0.158,96.518,275693,2018-04-20,2018,4
0.0986,0.122,0.7709999999999999,176.155,176853,2018-11-09,2018,11
0.151,0.0621,0.518,109.989,163636,2018-06-22,2018,6
0.286,0.452,0.513,159.517,194792,2018-06-29,2018,6
0.0628,0.0548,0.414,126.121,190476,2018-01-26,2018,1
0.634,0.28,0.584,179.8,191560,2018-11-16,2018,11
0.872,0.29,0.552,87.02,114547,2018-03-25,2018,3
0.0419,0.142,0.48,195.881,201342,2018-11-15,2018,11
0.000278,0.0362,0.226,171.722,329080,2018-03-02,2018,3
0.433,0.303,0.8640000000000001,89.984,207722,2018-08-08,2018,8
0.454,0.0402,0.271,145.91,200267,2018-08-24,2018,8
0.147,0.0291,0.7120000000000001,121.911,182300,2018-12-14,2018,12
0.254,0.0484,0.465,119.997,197320,2018-01-25,2018,1
0.0122,0.18,0.687,99.034,228373,2018-08-17,2018,8
0.174,0.0275,0.581,109.973,187765,2018-09-20,2018,9
0.384,0.491,0.765,120.165,103618,2018-08-03,2018,8
0.186,0.0331,0.321,85.01899999999998,195317,2018-04-27,2018,4
0.921,0.0519,0.284,119.522,173237,2018-11-30,2018,11
0.034,0.101,0.237,91.123,207142,2018-11-02,2018,11
0.224,0.028,0.444,135.497,233871,2018-09-07,2018,9
0.3,0.0431,0.8059999999999999,120.112,194743,2018-02-02,2018,2
0.0337,0.146,0.816,128.013,159141,2018-11-23,2018,11
0.996,0.0412,0.135,205.999,110880,2018-04-20,2018,4
0.00185,0.177,0.262,89.756,205333,2018-10-05,2018,10
0.14,0.392,0.6609999999999999,169.741,141176,2018-07-12,2018,7
0.00359,0.139,0.335,140.116,223240,2018-06-29,2018,6
0.363,0.0574,0.289,77.654,264320,2018-06-22,2018,6
0.00204,0.0633,0.213,83.917,234643,2018-06-24,2018,6
0.206,0.0431,0.54,124.084,201960,2018-09-14,2018,9
0.0263,0.0418,0.514,144.011,188333,2018-06-08,2018,6
0.0268,0.0339,0.866,139.97899999999998,218615,2018-05-18,2018,5
0.309,0.0328,0.223,143.795,242400,2018-10-05,2018,10
0.000212,0.156,0.256,120.052,249747,2018-10-05,2018,10
0.00151,0.165,0.287,156.83,196333,2018-10-19,2018,10
0.0222,0.0301,0.321,138.187,206210,2018-11-09,2018,11
0.0942,0.458,0.563,139.226,150802,2018-08-31,2018,8
0.639,0.0291,0.539,97.941,181350,2018-09-21,2018,9
0.466,0.0378,0.0843,114.938,213973,2018-04-06,2018,4
0.0404,0.0776,0.7440000000000001,121.983,164147,2018-05-25,2018,5
0.57,0.0332,0.56,152.86700000000005,179068,2018-03-16,2018,3
0.135,0.16,0.6709999999999999,87.01100000000002,164335,2018-08-10,2018,8
0.289,0.0747,0.532,160.05100000000004,144387,2018-11-16,2018,11
0.317,0.0411,0.306,130.02700000000002,210200,2018-10-05,2018,10
0.135,0.259,0.474,83.755,180389,2018-09-07,2018,9
0.662,0.0377,0.351,129.983,247373,2018-10-29,2018,10
0.175,0.044,0.601,126.025,194755,2018-05-31,2018,5
0.0601,0.0374,0.773,94.007,196628,2018-06-15,2018,6
0.8009999999999999,0.0399,0.0388,68.584,154054,2019-11-22,2019,11
0.988,0.0413,0.0389,146.503,137509,2019-06-30,2019,6
0.713,0.0489,0.0283,71.895,220606,2019-03-20,2019,3
0.2,0.106,0.326,85.912,227373,2019-04-05,2019,4
0.0519,0.407,0.536,80.142,345160,2019-07-26,2019,7
0.174,0.0407,0.357,76.058,112105,2019-08-09,2019,8
0.5710000000000001,0.179,0.503,141.924,210147,2019-01-24,2019,1
0.0706,0.107,0.241,148.02100000000004,123413,2019-07-05,2019,7
0.471,0.12,0.6729999999999999,149.965,246465,2019-11-01,2019,11
0.662,0.143,0.591,180.015,273198,2019-10-25,2019,10
0.331,0.0311,0.396,134.812,176227,2019-02-08,2019,2
0.302,0.0994,0.293,187.829,146093,2019-10-25,2019,10
0.24,0.0288,0.28,121.015,225694,2019-01-28,2019,1
0.994,0.0477,0.245,69.348,128292,2019-04-02,2019,4
0.0632,0.0466,0.638,106.032,175827,2019-04-12,2019,4
0.7929999999999999,0.0327,0.179,122.933,305900,2019-08-30,2019,8
0.179,0.0461,0.206,128.991,165578,2019-06-14,2019,6
0.125,0.0965,0.95,96.071,184558,2019-07-05,2019,7
0.995,0.049,0.146,135.761,153104,2019-07-26,2019,7
0.374,0.326,0.703,93.977,237013,2019-02-26,2019,2
0.1369999999999999,0.0464,0.284,77.869,181400,2019-06-21,2019,6
0.446,0.272,0.596,146.939,152960,2019-08-06,2019,8
0.649,0.25,0.8290000000000001,188.163,157108,2019-07-12,2019,7
0.166,0.0516,0.263,78.039,172480,2019-11-15,2019,11
0.962,0.0416,0.0352,78.438,200342,2019-08-27,2019,8
0.00856,0.198,0.431,88.956,171236,2019-03-29,2019,3
0.129,0.0326,0.327,128.13299999999998,207095,2019-02-21,2019,2
0.843,0.0361,0.234,121.52,208987,2019-10-18,2019,10
0.00985,0.0434,0.517,163.997,244040,2019-03-08,2019,3
0.942,0.0365,0.0325,75.598,337500,2019-07-16,2019,7
0.59,0.0978,0.33,109.492,179027,2019-02-27,2019,2
0.965,0.0531,0.0445,176.47099999999998,207250,2019-12-20,2019,12
0.995,0.0457,0.344,137.497,106050,2019-02-10,2019,2
0.192,0.241,0.512,126.023,213000,2019-07-05,2019,7
0.551,0.0372,0.968,114.996,128250,2019-07-04,2019,7
0.0899,0.131,0.49,145.877,189053,2019-10-11,2019,10
0.131,0.0918,0.7020000000000001,119.969,195080,2019-07-26,2019,7
0.00229,0.203,0.527,140.049,248387,2019-02-14,2019,2
0.211,0.189,0.7659999999999999,199.95,226720,2019-01-18,2019,1
0.81,0.0258,0.469,119.949,152291,2019-07-26,2019,7
0.00955,0.0581,0.695,92.466,212547,2019-07-18,2019,7
0.149,0.074,0.623,139.966,159453,2019-07-26,2019,7
0.67,0.112,0.5529999999999999,64.921,158533,2019-12-20,2019,12
0.992,0.0366,0.069,78.001,199750,2019-05-10,2019,5
0.0188,0.28,0.633,143.043,202680,2019-06-07,2019,6
0.102,0.0391,0.193,149.941,215200,2019-05-31,2019,5
0.256,0.0474,0.588,139.999,207813,2019-06-07,2019,6
0.897,0.0409,0.295,77.656,219300,2019-10-18,2019,10
0.568,0.187,0.691,92.063,197216,2019-01-11,2019,1
0.0763,0.106,0.8740000000000001,73.954,133352,2019-10-11,2019,10
0.229,0.111,0.336,110.146,165818,2019-08-23,2019,8
0.163,0.092,0.388,125.041,196766,2019-07-01,2019,7
0.993,0.0388,0.0799,72.082,176500,2019-05-25,2019,5
0.268,0.29,0.7240000000000001,174.013,218587,2019-10-11,2019,10
0.995,0.0579,0.337,117.918,98000,2019-12-06,2019,12
0.463,0.0852,0.575,97.006,203923,2019-06-07,2019,6
0.1369999999999999,0.42,0.383,118.033,167890,2019-09-02,2019,9
0.00151,0.0359,0.148,140.009,297682,2019-11-08,2019,11
0.134,0.0994,0.142,91.361,202600,2019-06-14,2019,6
0.000551,0.15,0.381,197.96400000000003,280152,2019-11-06,2019,11
0.382,0.0433,0.865,154.111,164191,2019-10-15,2019,10
0.333,0.292,0.546,119.627,241747,2019-08-30,2019,8
0.506,0.0335,0.273,97.005,231360,2019-09-13,2019,9
0.0357,0.344,0.539,99.966,154932,2019-09-13,2019,9
0.914,0.0423,0.0314,70.307,313846,2019-05-13,2019,5
0.931,0.0314,0.381,132.874,180226,2019-01-23,2019,1
0.1639999999999999,0.319,0.225,96.004,160731,2019-09-20,2019,9
0.219,0.216,0.605,138.059,189733,2019-07-12,2019,7
0.0189,0.296,0.506,102.033,171980,2019-05-29,2019,5
0.0254,0.045,0.283,107.975,197533,2019-11-22,2019,11
0.993,0.0403,0.058,68.869,232750,2019-06-01,2019,6
0.016,0.0385,0.0832,124.991,270240,2019-02-22,2019,2
0.073,0.341,0.653,135.543,260000,2019-05-17,2019,5
0.0478,0.0694,0.6890000000000001,96.029,158480,2019-05-31,2019,5
0.0729,0.3670000000000001,0.821,97.858,139610,2019-03-07,2019,3
0.284,0.0542,0.718,69.709,277046,2019-12-13,2019,12
0.0783,0.132,0.644,116.98,153320,2019-10-25,2019,10
0.14,0.0638,0.339,119.969,203213,2019-03-15,2019,3
0.515,0.0278,0.45,87.054,126120,2019-06-14,2019,6
0.0492,0.302,0.903,77.973,102840,2019-03-01,2019,3
0.116,0.034,0.603,137.732,240959,2019-03-08,2019,3
0.74,0.0384,0.398,139.776,200120,2019-07-26,2019,7
0.15,0.153,0.398,80.788,216295,2019-07-05,2019,7
0.996,0.0633,0.325,68.09899999999999,276875,2019-06-24,2019,6
0.257,0.107,0.634,149.999,320201,2019-07-19,2019,7
0.343,0.121,0.359,98.992,305114,2019-06-03,2019,6
0.0624,0.228,0.117,95.936,157587,2019-08-16,2019,8
0.973,0.0414,0.036,73.632,206997,2019-11-08,2019,11
0.0815,0.389,0.33,155.961,160059,2019-12-06,2019,12
0.178,0.0282,0.56,103.002,193133,2019-06-07,2019,6
0.39,0.05,0.307,170.09400000000005,253304,2019-06-28,2019,6
0.192,0.368,0.33,139.898,181995,2019-10-11,2019,10
0.778,0.0447,0.0382,70.005,175800,2019-09-03,2019,9
0.287,0.0352,0.967,96.499,268440,2019-05-10,2019,5
0.201,0.213,0.607,129.872,171840,2019-10-04,2019,10
0.0686,0.0984,0.435,102.968,240777,2019-04-17,2019,4
