acousticness,speechiness,valence,tempo,duration_ms,release_date,year,month
0.241,0.27,0.433,169.773,144000,2016-07-29,2016,7
0.395,0.0362,0.422,99.968,212747,2016-03-25,2016,3
0.43,0.0295,0.424,79.71,247055,2016-07-08,2016,7
0.191,0.255,0.364,120.033,297800,2016-05-05,2016,5
0.121,0.0337,0.594,113.551,198961,2016-02-25,2016,2
0.326,0.0295,0.68,148.93,190987,2016-05-20,2016,5
0.0417,0.29,0.792,75.992,319434,2016-09-27,2016,9
0.444,0.0957,0.718,73.117,52603,2016-05-06,2016,5
0.0906,0.234,0.301,99.945,328350,2016-07-22,2016,7
0.000278,0.103,0.371,162.08,224307,2016-05-13,2016,5
0.441,0.0274,0.144,112.011,184867,2016-04-08,2016,4
0.0131,0.0522,0.59,125.882,218707,2016-09-09,2016,9
0.8420000000000001,0.028,0.237,109.984,227584,2016-12-17,2016,12
0.426,0.0454,0.189,130.037,177000,2016-12-02,2016,12
0.223,0.0284,0.691,137.968,264725,2016-06-03,2016,6
0.487,0.0261,0.153,108.01,597600,2016-07-15,2016,7
0.00236,0.0583,0.742,148.019,270773,2016-03-04,2016,3
0.897,0.154,0.229,122.019,190016,2016-02-04,2016,2
0.102,0.0855,0.456,67.012,190045,2016-10-07,2016,10
0.594,0.741,0.966,80.32600000000002,44827,2016-06-10,2016,6
0.409,0.0557,0.397,90.997,257547,2016-09-30,2016,9
0.037,0.176,0.7490000000000001,104.002,221623,2016-08-12,2016,8
0.000989,0.154,0.193,126.009,273194,2016-02-19,2016,2
0.0584,0.0336,0.322,72.49,198413,2016-10-28,2016,10
0.228,0.0394,0.485,151.393,201413,2016-04-08,2016,4
0.915,0.0487,0.035,58.274,121339,2016-11-07,2016,11
0.385,0.0499,0.8320000000000001,79.459,172747,2016-04-20,2016,4
0.504,0.0348,0.8290000000000001,138.10399999999998,193387,2016-09-23,2016,9
0.294,0.0389,0.8320000000000001,89.995,196867,2016-09-09,2016,9
0.366,0.0498,0.355,130.031,243133,2016-05-20,2016,5
0.528,0.0787,0.249,145.077,213029,2016-06-10,2016,6
0.315,0.5920000000000001,0.847,148.993,165267,2016-12-02,2016,12
0.0196,0.249,0.42,145.00799999999995,257267,2016-02-19,2016,2
0.175,0.03,0.228,72.945,363114,2016-08-05,2016,8
0.0203,0.0293,0.25,144.127,217425,2016-08-12,2016,8
0.0738,0.0799,0.755,143.951,182947,2016-06-10,2016,6
0.00107,0.0288,0.401,72.044,230586,2016-05-27,2016,5
0.0417,0.212,0.7140000000000001,127.112,151227,2016-12-25,2016,12
0.298,0.148,0.383,124.971,219429,2016-09-30,2016,9
0.108,0.0383,0.0619,128.005,249014,2016-11-11,2016,11
0.0947,0.2,0.184,95.223,249680,2016-11-18,2016,11
0.112,0.102,0.1689999999999999,100.007,290133,2016-05-06,2016,5
0.0154,0.257,0.379,139.953,273992,2016-05-02,2016,5
0.956,0.0,0.0,0.0,300300,2016-10-11,2016,10
0.655,0.0428,0.194,91.88,377000,2016-06-10,2016,6
0.0474,0.194,0.458,105.947,282040,2016-12-16,2016,12
0.135,0.095,0.108,137.971,277200,2016-10-21,2016,10
0.613,0.0277,0.5660000000000001,76.023,160097,2016-04-08,2016,4
0.0107,0.0914,0.297,104.999,267151,2016-05-02,2016,5
0.00207,0.0453,0.352,99.99,223887,2016-01-22,2016,1
0.0125,0.0538,0.621,75.008,205513,2016-06-03,2016,6
0.947,0.0475,0.0712,71.35300000000002,119406,2016-11-07,2016,11
0.0711,0.0816,0.562,112.568,193093,2016-03-25,2016,3
0.0572,0.0472,0.191,90.021,260427,2016-02-26,2016,2
0.5770000000000001,0.413,0.72,121.986,166087,2016-09-02,2016,9
0.0684,0.248,0.444,131.54399999999998,141420,2016-09-30,2016,9
0.11,0.045,0.8270000000000001,130.00799999999998,238387,2016-09-30,2016,9
0.581,0.0299,0.304,125.853,283787,2016-10-14,2016,10
0.885,0.0488,0.0489,80.667,124056,2016-11-07,2016,11
0.782,0.0316,0.172,80.109,203893,2016-02-25,2016,2
0.861,0.0277,0.552,132.423,140120,2016-04-08,2016,4
0.0449,0.095,0.459,126.036,123387,2016-06-10,2016,6
0.974,0.0336,0.277,108.13,242564,2016-11-04,2016,11
0.83,0.0403,0.326,133.113,213000,2016-09-30,2016,9
0.0134,0.336,0.529,99.01,254520,2016-06-17,2016,6
0.5489999999999999,0.0356,0.132,125.097,260573,2016-06-03,2016,6
0.248,0.028,0.356,125.884,216373,2016-04-15,2016,4
0.00464,0.049,0.552,101.961,248507,2016-03-04,2016,3
0.106,0.211,0.31,76.045,216587,2016-12-25,2016,12
0.802,0.193,0.654,123.993,245960,2016-06-10,2016,6
0.93,0.0525,0.0377,177.736,120242,2016-11-07,2016,11
0.0457,0.141,0.642,109.354,234938,2016-06-03,2016,6
0.87,0.0509,0.073,79.113,121313,2016-11-07,2016,11
0.187,0.0322,0.7190000000000001,125.133,230547,2016-05-13,2016,5
0.0298,0.103,0.484,75.57600000000002,236253,2016-10-07,2016,10
0.00386,0.281,0.65,112.961,61907,2016-09-23,2016,9
0.955,0.0474,0.0609,74.752,118491,2016-11-07,2016,11
0.023,0.0332,0.339,142.816,226161,2016-10-10,2016,10
0.961,0.188,0.00532,184.05900000000003,331303,2016-10-08,2016,10
0.252,0.0309,0.653,137.29,174173,2016-06-10,2016,6
0.655,0.0412,0.8809999999999999,184.794,170640,2016-04-25,2016,4
0.0141,0.0456,0.178,89.98200000000001,240240,2016-08-12,2016,8
0.00561,0.096,0.326,126.093,198095,2016-09-16,2016,9
0.932,0.0539,0.0437,70.093,120555,2016-11-07,2016,11
0.00518,0.165,0.722,140.0,254747,2016-09-02,2016,9
0.794,0.0579,0.601,138.869,319273,2016-09-16,2016,9
0.944,0.0467,0.0419,81.368,122958,2016-11-07,2016,11
0.451,0.0694,0.982,119.95,97240,2016-04-15,2016,4
0.465,0.0668,0.784,95.032,173613,2016-07-29,2016,7
0.0599,0.201,0.755,89.949,224493,2016-10-21,2016,10
0.97,0.0463,0.0386,84.354,118387,2016-11-07,2016,11
0.907,0.0542,0.0391,94.885,121861,2016-11-07,2016,11
0.569,0.0383,0.343,88.074,230400,2016-11-01,2016,11
0.322,0.387,0.276,84.99600000000002,214680,2017-08-18,2017,8
0.204,0.0354,0.521,79.986,99997,2017-03-10,2017,3
0.8909999999999999,0.0281,0.229,104.005,239880,2017-07-07,2017,7
0.028,0.0437,0.16,127.908,268612,2017-06-23,2017,6
0.585,0.154,0.234,91.646,207640,2017-12-08,2017,12
0.286,0.0375,0.402,124.127,199654,2017-11-30,2017,11
0.0122,0.0475,0.102,93.759,231720,2017-06-23,2017,6
0.778,0.312,0.5539999999999999,124.088,140360,2017-05-26,2017,5
0.159,0.458,0.615,132.066,177048,2017-08-25,2017,8
0.246,0.0251,0.4320000000000001,109.969,201573,2017-11-10,2017,11
0.86,0.0418,0.327,139.885,195000,2017-12-20,2017,12
0.000219,0.0509,0.231,159.996,263067,2017-04-28,2017,4
0.647,0.0314,0.135,104.03,210507,2017-06-16,2017,6
0.0,0.0648,0.0309,64.435,250000,2017-04-21,2017,4
0.506,0.0633,0.487,147.971,202280,2017-09-21,2017,9
0.0569,0.428,0.345,137.887,167027,2017-09-11,2017,9
0.379,0.287,0.414,163.96400000000003,260009,2017-05-26,2017,5
0.452,0.0934,0.961,115.076,197930,2017-04-20,2017,4
0.00882,0.0382,0.314,110.01,214320,2017-11-10,2017,11
0.18,0.135,0.619,166.00799999999995,193456,2017-11-19,2017,11
0.249,0.348,0.193,130.045,179777,2017-09-20,2017,9
0.627,0.0277,0.4270000000000001,100.17,233973,2017-02-03,2017,2
0.0353,0.0477,0.433,131.972,233251,2017-03-11,2017,3
0.0304,0.0383,0.647,119.999,106021,2017-10-06,2017,10
0.000759,0.287,0.799,78.027,236667,2017-06-14,2017,6
0.0358,0.0752,0.434,125.043,228155,2017-09-08,2017,9
0.0233,0.0714,0.62,98.062,187521,2017-11-10,2017,11
1.17e-06,0.0,0.0,0.0,170614,2017-04-21,2017,4
0.0355,0.216,0.465,140.055,137195,2017-02-21,2017,2
0.652,0.177,0.313,129.94799999999998,179067,2017-05-05,2017,5
0.197,0.112,0.679,90.066,193511,2017-04-28,2017,4
0.0533,0.0476,0.375,98.067,216558,2017-03-18,2017,3
0.0271,0.0735,0.5489999999999999,95.083,224728,2017-05-22,2017,5
0.954,0.0,0.0,0.0,285343,2017-04-12,2017,4
0.6759999999999999,0.134,0.762,97.849,239840,2017-09-08,2017,9
0.0259,0.112,0.615,133.037,317701,2017-12-08,2017,12
0.607,0.0416,0.219,81.067,191904,2017-06-23,2017,6
0.112,0.076,0.713,140.007,109819,2017-03-06,2017,3
0.0358,0.116,0.623,184.876,186781,2017-06-07,2017,6
0.0735,0.552,0.23,140.078,156081,2017-09-05,2017,9
0.36,0.0234,0.6829999999999999,89.255,266201,2017-06-23,2017,6
0.0137,0.404,0.333,144.36700000000005,231674,2017-05-12,2017,5
0.517,0.0461,0.18,98.957,206061,2017-01-28,2017,1
0.142,0.265,0.494,156.907,118067,2017-04-14,2017,4
0.35,0.0597,0.397,169.96099999999996,223773,2017-07-07,2017,7
0.00469,0.311,0.277,75.97399999999998,310399,2017-02-03,2017,2
0.0156,0.115,0.438,163.96,207133,2017-11-10,2017,11
0.196,0.0297,0.64,76.025,208640,2017-02-10,2017,2
0.0621,0.166,0.445,145.014,179970,2017-02-09,2017,2
0.637,0.214,0.234,141.951,139691,2017-07-16,2017,7
0.14,0.0288,0.642,121.541,200213,2017-12-01,2017,12
0.0975,0.0587,0.597,120.047,212000,2017-11-17,2017,11
0.368,0.0327,0.6629999999999999,112.048,276227,2017-04-27,2017,4
0.128,0.0735,0.8440000000000001,94.016,197120,2017-12-29,2017,12
0.0304,0.203,0.5489999999999999,151.779,231659,2017-03-23,2017,3
0.616,0.414,0.187,140.04,138936,2017-08-04,2017,8
0.00186,0.165,0.495,133.966,148560,2017-12-21,2017,12
0.298,0.141,0.923,119.521,184500,2017-04-21,2017,4
0.306,0.355,0.691,132.613,209564,2017-03-24,2017,3
0.152,0.31,0.5870000000000001,145.156,221379,2017-12-20,2017,12
0.838,0.0845,0.37,179.801,192333,2017-12-15,2017,12
0.77,0.0295,0.482,134.95600000000002,305001,2017-09-22,2017,9
0.8959999999999999,0.226,0.625,106.977,142028,2017-12-04,2017,12
0.708,0.0296,0.24,182.148,258025,2017-10-20,2017,10
0.294,0.241,0.354,147.01,161990,2017-10-13,2017,10
0.139,0.111,0.217,128.997,180000,2017-07-28,2017,7
0.135,0.0591,1e-05,77.408,112303,2017-01-09,2017,1
0.213,0.331,0.346,82.531,179016,2017-12-22,2017,12
0.385,0.0349,0.883,130.049,204733,2017-09-27,2017,9
0.11,0.0896,0.336,140.032,331267,2017-05-05,2017,5
0.995,0.0666,0.301,200.615,212400,2017-04-26,2017,4
0.118,0.0316,0.639,129.964,188707,2017-04-07,2017,4
0.00583,0.186,0.1,191.702,234707,2017-10-27,2017,10
0.424,0.0694,0.0371,75.02199999999998,185276,2017-08-25,2017,8
0.122,0.0593,0.701,96.991,217587,2017-02-17,2017,2
0.00935,0.0464,0.369,154.094,222689,2017-06-16,2017,6
0.6409999999999999,0.1689999999999999,0.568,124.041,263288,2017-04-11,2017,4
0.121,0.0321,0.447,105.961,226981,2017-08-15,2017,8
0.105,0.259,0.349,125.978,233645,2017-08-25,2017,8
0.7190000000000001,0.0267,0.181,105.177,248413,2017-03-03,2017,3
0.3720000000000001,0.0335,0.418,101.974,210613,2017-04-28,2017,4
0.0816,0.0738,0.721,118.421,358053,2017-09-27,2017,9
0.0319,0.0468,0.672,145.983,190423,2017-07-18,2017,7
0.325,0.0268,0.385,129.941,232661,2017-03-01,2017,3
0.000893,0.381,0.256,142.078,189322,2017-03-03,2017,3
0.0273,0.0442,0.15,119.977,142056,2017-06-16,2017,6
0.105,0.0835,0.7509999999999999,110.018,250616,2017-08-01,2017,8
0.617,0.109,0.866,115.348,156592,2017-01-24,2017,1
0.000164,0.123,0.292,175.014,237003,2017-12-15,2017,12
0.0196,0.0351,0.317,119.916,242307,2017-02-10,2017,2
0.87,0.0285,0.412,77.301,216013,2017-12-01,2017,12
0.0988,0.182,0.462,95.952,203650,2017-06-30,2017,6
0.583,0.026,0.767,139.859,175027,2017-06-23,2017,6
1.01e-06,0.0679,0.0394,116.661,141430,2017-07-31,2017,7
0.174,0.0378,0.177,128.007,195491,2017-09-29,2017,9
0.452,0.424,0.685,95.518,251309,2017-01-18,2017,1
0.211,0.0288,0.476,100.051,214827,2017-11-03,2017,11
0.995,0.0426,0.207,72.953,188473,2017-10-26,2017,10
0.00966,0.0392,0.965,145.065,199080,2017-09-13,2017,9
0.0179,0.0429,0.0397,129.966,202439,2017-06-02,2017,6
0.696,0.0383,0.0397,78.66199999999998,184642,2018-12-14,2018,12
0.0214,0.0694,0.5870000000000001,86.03299999999999,180815,2018-01-12,2018,1
0.31,0.345,0.901,180.049,183753,2018-08-10,2018,8
0.115,0.0434,0.117,129.939,208173,2018-03-02,2018,3
0.188,0.285,0.918,180.128,204631,2018-12-14,2018,12
0.243,0.031,0.331,91.998,208486,2018-02-23,2018,2
0.194,0.108,0.442,74.896,211200,2018-05-31,2018,5
0.111,0.0507,0.411,123.997,186774,2018-08-24,2018,8
0.00267,0.0372,0.344,77.501,242334,2018-08-24,2018,8
0.113,0.0952,0.284,96.507,199400,2018-08-10,2018,8
0.154,0.0547,0.682,96.939,212493,2018-11-02,2018,11
0.206,0.0385,0.245,124.996,161280,2018-04-01,2018,4
0.0555,0.0629,0.379,111.974,173129,2018-11-09,2018,11
0.7609999999999999,0.0531,0.13,144.226,164430,2018-02-14,2018,2
0.0789,0.0765,0.438,95.974,215781,2018-04-12,2018,4
0.0166,0.1369999999999999,0.674,112.027,174893,2018-12-14,2018,12
0.0982,0.0804,0.4970000000000001,80.94800000000002,235880,2018-10-19,2018,10
0.337,0.0675,0.537,113.033,346460,2018-03-16,2018,3
0.6809999999999999,0.0267,0.47,81.87899999999998,190453,2018-03-02,2018,3
0.00852,0.103,0.302,87.605,240339,2018-08-24,2018,8
0.015,0.0378,0.755,97.005,194898,2018-10-12,2018,10
0.124,0.0268,0.664,100.05,214160,2018-03-09,2018,3
0.181,0.0387,0.601,107.954,186105,2018-04-14,2018,4
0.967,0.258,0.35,96.99,179182,2018-06-20,2018,6
0.263,0.0308,0.142,108.025,284853,2018-12-23,2018,12
0.0459,0.059,0.165,91.035,190412,2018-11-30,2018,11
0.539,0.0439,0.826,204.197,215882,2018-12-20,2018,12
0.00629,0.356,0.528,130.016,177377,2018-12-21,2018,12
0.328,0.449,0.268,130.003,145060,2018-10-05,2018,10
0.619,0.0325,0.804,107.535,243460,2018-04-20,2018,4
0.00812,0.0556,0.653,125.966,165714,2018-08-27,2018,8
0.151,0.0297,0.254,73.204,227560,2018-06-01,2018,6
0.0414,0.0643,0.55,99.861,225040,2018-10-05,2018,10
0.109,0.034,0.37,115.979,223638,2018-12-07,2018,12
0.902,0.034,0.0613,43.51300000000001,168537,2018-11-14,2018,11
0.0585,0.0591,0.451,124.999,198684,2018-01-12,2018,1
0.2,0.0511,0.277,112.015,209224,2018-03-06,2018,3
0.0224,0.0517,0.523,115.016,152862,2018-03-01,2018,3
0.215,0.238,0.7759999999999999,149.968,281587,2018-09-21,2018,9
0.0192,0.266,0.463,120.016,162750,2018-04-05,2018,4
0.249,0.193,0.916,122.002,204643,2018-08-24,2018,8
0.39,0.0451,0.7040000000000001,117.965,196613,2018-11-09,2018,11
0.134,0.1639999999999999,0.211,169.905,174667,2018-06-15,2018,6
0.106,0.0327,0.8490000000000001,110.014,167803,2018-08-24,2018,8
0.402,0.0359,0.319,143.89,194659,2018-12-06,2018,12
0.688,0.0463,0.575,84.905,236794,2018-05-30,2018,5
0.413,0.264,0.452,139.868,178286,2018-11-09,2018,11
0.5539999999999999,0.092,0.204,104.001,196998,2018-08-24,2018,8
0.963,0.0457,0.263,117.17,219344,2018-07-27,2018,7
0.0761,0.336,0.512,140.011,144660,2018-06-01,2018,6
0.16,0.0633,0.602,93.996,249609,2018-02-23,2018,2
0.0467,0.0755,0.888,125.013,210547,2018-02-23,2018,2
0.317,0.0489,0.501,94.026,258586,2018-04-04,2018,4
0.866,0.0406,0.52,84.186,229557,2018-05-18,2018,5
0.257,0.0593,0.196,84.851,127318,2018-10-26,2018,10
0.259,0.0288,0.329,144.836,250253,2018-06-01,2018,6
0.431,0.386,0.66,144.15,215625,2018-02-23,2018,2
0.0119,0.0405,0.547,100.049,157425,2018-06-21,2018,6
0.0426,0.095,0.503,109.863,237077,2018-06-15,2018,6
0.104,0.347,0.345,143.744,226963,2018-06-13,2018,6
0.0857,0.17,0.224,92.973,145947,2018-10-05,2018,10
0.296,0.14,0.519,151.02,177040,2018-10-05,2018,10
0.163,0.0414,0.685,125.047,172133,2018-08-30,2018,8
0.132,0.0483,0.208,147.429,224744,2018-06-22,2018,6
0.415,0.0451,0.963,102.643,154576,2018-12-14,2018,12
0.913,0.313,0.452,181.032,122723,2018-02-16,2018,2
0.0183,0.266,0.355,159.94899999999996,230953,2018-04-06,2018,4
0.245,0.18,0.619,131.971,121000,2018-10-19,2018,10
0.0413,0.0645,0.471,161.94,251859,2018-01-26,2018,1
0.0114,0.456,0.151,157.01,146808,2018-12-06,2018,12
0.173,0.032,0.736,89.988,154387,2018-03-30,2018,3
0.0366,0.0337,0.285,160.06799999999996,167107,2018-11-09,2018,11
0.221,0.0311,0.541,100.989,198460,2018-03-23,2018,3
0.101,0.0322,0.53,127.974,215493,2018-02-23,2018,2
0.000278,0.0362,0.226,171.722,329080,2018-04-06,2018,4
0.0008269999999999,0.153,0.039,132.84,157361,2018-04-11,2018,4
0.0356,0.0455,0.47,170.116,234001,2018-09-25,2018,9
0.0424,0.206,0.467,99.018,163196,2018-05-11,2018,5
0.191,0.0903,0.0203,83.96700000000001,115400,2018-01-11,2018,1
0.144,0.126,0.784,160.174,197933,2018-06-29,2018,6
0.469,0.0833,0.51,144.981,186403,2018-12-14,2018,12
0.0378,0.119,0.657,39.497,146573,2018-08-15,2018,8
0.237,0.0393,0.5710000000000001,125.944,218293,2018-11-16,2018,11
0.001,0.028,0.461,156.126,274615,2018-05-18,2018,5
0.0414,0.317,0.746,89.0,186872,2018-09-28,2018,9
0.728,0.39,0.525,102.998,191687,2018-07-21,2018,7
0.359,0.0634,0.7290000000000001,146.38,260960,2018-02-16,2018,2
0.0138,0.327,0.805,84.963,145625,2018-07-07,2018,7
0.962,0.0355,0.131,174.127,208173,2018-05-18,2018,5
7.74e-05,0.178,0.183,145.02,151667,2018-10-15,2018,10
0.172,0.0505,0.265,171.838,205440,2018-10-26,2018,10
0.552,0.0371,0.207,115.989,270413,2018-10-19,2018,10
0.949,0.0722,0.19,102.456,76974,2018-12-07,2018,12
0.00652,0.143,0.5820000000000001,134.947,295576,2018-12-19,2018,12
2.380000000000001e-05,0.145,0.298,171.955,209302,2018-05-11,2018,5
0.499,0.153,0.244,137.994,213943,2018-06-18,2018,6
0.482,0.144,0.291,119.924,257000,2018-01-06,2018,1
0.0172,0.168,0.575,149.97,217000,2018-10-19,2018,10
0.606,0.0996,0.53,145.004,225103,2018-06-27,2018,6
0.748,0.174,0.203,148.09,215413,2018-08-03,2018,8
0.128,0.388,0.584,129.97799999999998,222614,2019-06-28,2019,6
0.873,0.0333,0.6779999999999999,81.99700000000001,204880,2019-06-28,2019,6
0.0066599999999999,0.0326,0.5870000000000001,91.997,215387,2019-11-08,2019,11
0.00548,0.0316,0.1639999999999999,103.997,176417,2019-06-21,2019,6
0.494,0.0292,0.0639,153.769,298880,2019-03-01,2019,3
0.0716,0.214,0.7020000000000001,99.049,167273,2019-10-11,2019,10
0.00165,0.261,0.41,156.953,191399,2019-09-20,2019,9
0.0608,0.0659,0.33,87.022,192547,2019-12-13,2019,12
0.162,0.0305,0.309,86.04799999999999,168547,2019-08-28,2019,8
0.0505,0.0907,0.773,94.023,221653,2019-05-31,2019,5
0.92,0.0301,0.225,103.582,247241,2019-07-26,2019,7
0.0562,0.123,0.493,156.047,176080,2019-08-09,2019,8
0.0429,0.0686,0.68,75.01,181102,2019-02-22,2019,2
0.0085,0.292,0.433,169.986,203720,2019-08-16,2019,8
0.966,0.0444,0.162,68.61399999999999,272485,2019-08-30,2019,8
0.0518,0.147,0.483,173.868,206960,2019-10-04,2019,10
0.119,0.153,0.78,176.054,377580,2019-07-19,2019,7
0.000904,0.0,0.0,0.0,179187,2019-10-03,2019,10
0.634,0.0841,0.354,83.162,211627,2019-04-05,2019,4
0.6559999999999999,0.121,0.178,75.992,138158,2019-11-08,2019,11
0.957,0.059,0.239,98.348,305676,2019-08-08,2019,8
0.7959999999999999,0.0258,0.332,101.457,280795,2019-07-26,2019,7
0.695,0.206,0.57,85.176,210080,2019-10-11,2019,10
0.274,0.218,0.575,81.854,251520,2019-07-11,2019,7
0.16,0.0463,0.5429999999999999,131.958,181173,2019-10-04,2019,10
0.324,0.14,0.7290000000000001,143.934,169600,2019-05-31,2019,5
0.265,0.1689999999999999,0.7859999999999999,160.004,216000,2019-08-23,2019,8
0.0121,0.0437,0.7340000000000001,121.979,247827,2019-11-08,2019,11
0.198,0.0377,0.239,81.96600000000002,214381,2019-03-13,2019,3
0.228,0.1,0.83,170.234,268600,2019-05-03,2019,5
0.0142,0.22,0.457,129.931,185893,2019-05-24,2019,5
0.0156,0.118,0.598,94.052,224681,2019-03-14,2019,3
0.415,0.221,0.528,89.954,150093,2019-08-30,2019,8
0.451,0.5489999999999999,0.418,158.317,187933,2019-07-26,2019,7
0.994,0.0422,0.101,73.06,197500,2019-03-21,2019,3
0.00699,0.0376,0.219,139.929,238338,2019-10-24,2019,10
0.0525,0.115,0.5770000000000001,110.508,217220,2019-08-16,2019,8
0.0164,0.111,0.868,139.991,201053,2019-07-19,2019,7
0.0844,0.21,0.477,105.137,140693,2019-02-08,2019,2
0.199,0.0518,0.546,106.033,202062,2019-12-06,2019,12
0.00256,0.544,0.399,157.153,171467,2019-06-07,2019,6
0.043,0.0269,0.6940000000000001,109.988,215033,2019-08-23,2019,8
0.291,0.115,0.623,184.019,241880,2019-06-28,2019,6
0.232,0.218,0.4320000000000001,88.802,157477,2019-06-21,2019,6
0.311,0.0396,0.527,98.039,173827,2019-10-18,2019,10
0.00416,0.0293,0.403,142.039,183333,2019-09-20,2019,9
0.00413,0.0641,0.172,179.91299999999995,211267,2019-04-26,2019,4
1.3800000000000008e-05,0.0,0.0,0.0,126167,2019-10-10,2019,10
0.857,0.025,0.429,103.982,202107,2019-05-03,2019,5
0.28,0.0902,0.732,120.013,171908,2019-07-19,2019,7
0.907,0.0641,0.421,207.476,201587,2019-08-23,2019,8
0.901,0.163,0.227,90.191,121375,2019-07-31,2019,7
0.248,0.241,0.343,173.702,189397,2019-08-02,2019,8
0.993,0.0395,0.0381,71.37899999999998,197000,2019-04-21,2019,4
0.186,0.0291,0.677,122.965,191893,2019-10-04,2019,10
0.984,0.0428,0.0708,72.917,175132,2019-06-14,2019,6
0.1639999999999999,0.109,0.716,159.01,135849,2019-12-06,2019,12
0.302,0.0431,0.563,77.087,199293,2019-11-08,2019,11
0.754,0.259,0.532,81.793,170393,2019-05-02,2019,5
0.994,0.0425,0.0599,64.118,245750,2019-06-01,2019,6
0.0132,0.0557,0.753,116.505,216483,2019-07-19,2019,7
0.0335,0.0434,0.3670000000000001,127.936,207619,2019-08-29,2019,8
0.147,0.398,0.58,139.961,131209,2019-05-17,2019,5
0.614,0.0422,0.177,148.28,213878,2019-10-25,2019,10
0.34,0.349,0.915,94.508,131287,2019-10-31,2019,10
0.994,0.0446,0.287,71.694,118404,2019-03-08,2019,3
0.213,0.0498,0.71,145.025,190345,2019-09-20,2019,9
0.0415,0.23,0.544,158.043,149949,2019-01-18,2019,1
0.933,0.115,0.487,74.93,155947,2019-05-03,2019,5
0.1,0.178,0.373,185.946,188664,2019-11-22,2019,11
0.49,0.0392,0.901,148.018,192267,2019-06-14,2019,6
0.229,0.151,0.75,98.877,114460,2019-05-31,2019,5
0.311,0.297,0.586,183.785,198320,2019-11-01,2019,11
0.193,0.0474,0.425,159.999,180747,2019-11-22,2019,11
0.728,0.0369,0.907,139.97,248161,2019-07-26,2019,7
0.308,0.225,0.396,155.984,188837,2019-03-08,2019,3
0.00278,0.25,0.6829999999999999,98.44,117073,2019-07-26,2019,7
0.264,0.27,0.635,159.861,150000,2019-09-27,2019,9
0.253,0.279,0.5670000000000001,120.981,155482,2019-04-20,2019,4
0.138,0.0863,0.346,128.002,150000,2019-10-11,2019,10
0.7879999999999999,0.0289,0.185,75.962,247150,2019-08-30,2019,8
0.277,0.0548,0.303,164.047,231653,2019-04-05,2019,4
0.185,0.132,0.721,140.094,185815,2019-10-16,2019,10
0.18,0.0617,0.5,101.976,228112,2019-06-21,2019,6
0.188,0.0397,0.31,141.851,209909,2019-05-23,2019,5
0.124,0.264,0.199,91.615,199827,2019-07-26,2019,7
0.946,0.0377,0.258,117.354,232837,2019-06-12,2019,6
0.369,0.038,0.654,81.40899999999998,156520,2019-05-10,2019,5
0.523,0.099,0.328,141.006,206040,2019-07-26,2019,7
0.0316,0.106,0.284,84.699,163480,2019-11-08,2019,11
0.973,0.0755,0.0226,122.786,180050,2019-05-02,2019,5
0.16,0.0356,0.616,145.976,165034,2019-04-18,2019,4
0.0471,0.196,0.458,114.981,201240,2019-06-12,2019,6
0.135,0.0333,0.256,129.928,252258,2019-10-25,2019,10
0.388,0.0554,0.687,93.125,178133,2019-02-15,2019,2
0.0214,0.0422,0.219,97.5,244720,2019-07-05,2019,7
0.257,0.0375,0.644,129.954,162528,2019-08-09,2019,8
0.00851,0.298,0.579,140.005,173396,2019-05-24,2019,5
0.99,0.0666,0.0383,87.34,235172,2019-10-09,2019,10
0.7859999999999999,0.0577,0.347,175.077,178160,2019-11-29,2019,11
0.0457,0.0461,0.433,103.055,192280,2020-02-03,2020,2
0.0519,0.141,0.52,91.957,290160,2020-04-23,2020,4
0.00119,0.155,0.257,149.982,223275,2020-02-28,2020,2
0.754,0.166,0.231,147.279,330507,2020-01-17,2020,1
0.0718,0.428,0.625,105.094,100765,2020-02-24,2020,2
0.0381,0.0516,0.818,94.995,142547,2020-03-19,2020,3
0.00291,0.293,0.6809999999999999,81.16199999999998,150562,2020-04-22,2020,4
0.0107,0.667,0.399,143.988,249364,2020-01-24,2020,1
0.239,0.0491,0.4320000000000001,120.107,195331,2020-04-10,2020,4
0.0714,0.0424,0.6970000000000001,157.046,171210,2020-03-13,2020,3
0.5920000000000001,0.259,0.36,93.322,125726,2020-05-08,2020,5
0.157,0.203,0.335,167.02200000000005,182518,2020-05-08,2020,5
0.181,0.0392,0.511,104.018,193902,2020-05-01,2020,5
0.393,0.337,0.6990000000000001,90.02,149608,2020-06-05,2020,6
0.177,0.223,0.0734,148.03,155832,2020-02-28,2020,2
0.29,0.174,0.366,134.03799999999998,175297,2020-03-13,2020,3
0.634,0.214,0.345,129.264,221040,2020-03-06,2020,3
0.971,0.0445,0.0891,66.84899999999999,212250,2020-01-31,2020,1
0.161,0.117,0.55,87.47,183824,2020-04-03,2020,4
0.569,0.637,0.58,155.007,145844,2020-06-05,2020,6
0.325,0.193,0.716,140.013,192705,2020-03-13,2020,3
0.0784,0.141,0.7440000000000001,115.976,200690,2020-04-23,2020,4
0.0149,0.29,0.4,159.98,196180,2020-03-06,2020,3
0.0556,0.148,0.544,151.813,204702,2020-04-20,2020,4
0.376,0.0729,0.451,90.99,189750,2020-05-29,2020,5
0.041,0.234,0.655,135.91899999999998,172933,2020-05-08,2020,5
0.399,0.406,0.555,120.47,190840,2020-02-12,2020,2
